competencias;comp_original;parent_cod;cod
planificar dirigir coordinar operacione financiera administración interna empresa u organización;Planificar dirigir y coordinar las operaciones financieras y la administración interna de la empresa u organización;c11333;c1133325
planificar dirigir coordinar operacione relacionada servicio público ejemplo sistema atribución crédito sistema impositivo aplicación reglamentación oficial materia comercial así administración servicio público actividade similares;Planificar dirigir y coordinar operaciones relacionadas con el servicio público por ejemplo sistemas de atribución de créditos o sistemas impositivos aplicación de la reglamentación oficial en materia comercial así como la administración del servicio público y otras actividades similares;c11333;c1133326
planificar dirigir coordinar operacione venta comercialización empresa u organización;Planificar dirigir y coordinar las operaciones de venta y comercialización de la empresa u organización;c11333;c1133327
planificar dirigir coordinar organización campaña publicitaria asesorar respecto;Planificar o dirigir y coordinar la organización de campañas publicitarias y asesorar al respecto;c11333;c1133328
planificar dirigir coordinar política empresa u organización relativo personal relacione laborales;Planificar dirigir y coordinar a política de la empresa u organización en todo lo relativo al personal y a las relaciones laborales;c11333;c1133329
planificar dirigir operacione comerciale diarias;Planificar y dirigir las operaciones comerciales diarias;c11333;c1133330
planificar dirigir operacione diaria prestación servicios;Planificar y dirigir las operaciones diarias de prestación de servicios;c11333;c1133331
planificar dirigir operacione producción diaria;Planificar y dirigir las operaciones de la producción diaria;c11333;c1133332
planificar dirigir trabajo diario;Planificar y dirigir el trabajo diario;c11333;c1133333
planificar efectuar reconocimiento topográfico mediante fotografía aéreas;Planificar y efectuar reconocimientos topográficos mediante fotografías aéreas;c02200;c0220098
planificar implantar política sistema presupuestario control cuenta similare asesorar respecto;Planificar e implantar políticas y sistemas presupuestarios de control y de cuentas y similares y asesorar al respecto;c00025;c0002586
planificar organizar procedimiento destinado contratación formación promoción fijación escala salarial negociacione salario comunicación consulta trabajadore demá cuestione relacionada personal empresa u organización;Planificar y organizar los procedimientos destinados a la contratación formación promoción fijación de la escala salarial y las negociaciones sobre salarios comunicación y consulta a los trabajadores y demás cuestiones relacionadas con el personal de la empresa u organización;c11333;c1133334
planificar preparar censo encuesta recopilar dato estadísticos;Planificar y preparar censos y encuestas y recopilar datos estadísticos;c11333;c1133335
planificar programa general investigación desarrollo empresa u organización definir meta proyecto fijar presupuestos;Planificar el programa general de investigación y desarrollo de la empresa u organización definir las metas de los proyectos y fijar sus presupuestos;c11333;c1133336
planificar proyectar ordenación terreno destinado parque escuela institucione aeropuerto carretera zona comerciale industriale residenciales;Planificar y proyectar la ordenación de terrenos destinados a parques escuelas instituciones aeropuertos carreteras y zonas comerciales industriales y residenciales;c11333;c1133337
planificar trazado control circulación carretera vía tránsito fin elevar eficacia seguridad asesorar ello;Planificar el trazado y control de la circulación en carreteras y otras vías de tránsito a fin de elevar su eficacia y seguridad y asesorar sobre ello;c00025;c0002587
planificar urbanismo coordinar desarrollo zona urbanas;Planificar el urbanismo y coordinar el desarrollo de zonas urbanas;c11333;c1133338
politica requerimiento ey aplicar estilo estandare calidad ey toda comunicacione interna externa comprender aplicar metodologia;Politicas y requerimientos de ey aplicar estilos y estandares de calidad de ey en todas las comunicaciones internas y externas comprender y aplicar la metodologia;c00111;c0011165
portale canale digitale atencion conocimiento desarrollo ( excluyente ) conocimiento base dato ( excluyente ) experiencia metodologia agile experiencia liderazgo equipo desarrollo autonomia orientacion resultado aporte innovadore comunicacion eficaz establecer prioridades;En portales  canales digitales de atencion conocimientos de desarrollo (no excluyente) conocimientos de base de datos (no excluyente) experiencia en metodologias agiles experiencia en liderazgo de equipos de desarrollo autonomia orientacion a resultados aportes innovadores comunicacion eficaz establecer prioridades;c00111;c0011166
preparación pellejo piele cuero uso ulterior fabricación reparación producto textile prenda vestir sombrero calzado producto similare .;Preparación de pellejos pieles o cueros para su uso ulterior y fabricación y reparación de productos textiles prendas de vestir sombreros calzado y productos similares.;c00025;c0002588
preparar carne pescado diverso producto alimenticios;Preparar con la carne y el pescado diversos productos alimenticios;c00025;c0002589
preparar certificar financiero presentarlo dirección accionista organismo público índole;Preparar y certificar estados financieros para presentarlos a la dirección a los accionistas y a los organismos públicos o de otra índole;c02202;c0220278
preparar contrato alquiler dado caso transferencia derecho propiedad;Preparar contratos de alquiler y dado el caso la transferencia de derechos de propiedad;c02200;c0220099
preparar declaracione informe financiero período determinados;Preparar declaraciones e informes financieros sobre períodos determinados;c02202;c0220279
preparar declaracione tributaria asesorar problema fiscale presentar alegato reclamacione fisco;Preparar declaraciones tributarias asesorar sobre problemas fiscales y presentar alegatos o reclamaciones ante el fisco;c02200;c02200100
preparar documento financiero calcular interese corretaje derecho timbre;Preparar documentos financieros y calcular intereses o corretajes y derechos de timbre;c02202;c0220280
preparar documento jurídicos;Preparar documentos jurídicos;c02202;c0220281
preparar documento resuman opinione jurídica jurisprudencia establezcan condicione préstamo seguros;Preparar documentos que resuman opiniones jurídicas o jurisprudencia o establezcan condiciones de préstamos o de seguros;c02202;c0220282
preparar estimacione detallada cantidade costo materiale mano obra necesario realización censo encuesta estadísticos;Preparar estimaciones detalladas de cantidades y costos de los materiales y mano de obra necesarios para la realización de censos y encuestas estadísticos;c02200;c02200101
